Name,Brand,Model,Year,KM Driven,Fuel,Transmission,Ownership,Price,Location
Renault Duster,Renault,Duster,2013,167058,Diesel,Manual,2,313000,Nagaram Secunderabad Telangana
Mahindra XUV500,Mahindra,XUV500,2019,84698,Diesel,Auto,1,1305000,Yousufguda Hyderabad Telangana
Maruti FRONX,Maruti,FRONX,2024,2327,Petrol,Manual,1,1068000,Vijaypuri Colony Kharmanghat Telangana
Maruti XL6,Maruti,XL6,2019,77804,Petrol,Auto,1,835000,Vaidehi Nagar Vanasthalipuram Telangana
Toyota Fortuner,Toyota,Fortuner,2013,116638,Diesel,Manual,1,1088327,Banjara Hills Hyderabad Telangana
Hyundai VENUE,Hyundai,VENUE,2020,106553,Diesel,Manual,1,727000,1-9-278 New Balaji nagar Ramanagar Hyderabad Hyderabad
Tata NEXON,Tata,NEXON,2022,58024,Diesel,Manual,1,899000,Osman Nagar Hyderabad Telangana
Hyundai Creta,Hyundai,Creta,2016,83050,Diesel,Auto,1,750000,9th phase 9th phase Hyderabad
Ford Ecosport,Ford,Ecosport,2021,87140,Diesel,Manual,1,943000,Peerzadiguda Hyderabad Telangana
Volvo S90,Volvo,S90,2017,110000,Diesel,Auto,1,1953000,Kukatpally Hyderabad Telangana
Maruti Baleno,Maruti,Baleno,2021,92904,Petrol,Manual,2,580000,Hyderabad Miyapur Telangana
Audi Q3,Audi,Q3,2016,140197,Diesel,Auto,1,1537000,Tirumalagiri Secunderabad Telangana
Hyundai VENUE,Hyundai,VENUE,2019,84000,Petrol,Auto,1,826000,Begumpet Hyderabad
Hyundai Creta,Hyundai,Creta,2018,179499,Diesel,Auto,1,750000,Aparna Cyberlife Block-J Nallagandla Telangana
MG HECTOR PLUS,MG,HECTOR PLUS,2020,35882,Petrol,Auto,1,1171000,Vijaypuri Colony Hyderabad Telangana
Maruti Baleno,Maruti,Baleno,2021,69693,Petrol,Manual,1,597000,Pragathi Nagar Hyderabad
Mahindra XUV700,Mahindra,XUV700,2023,69144,Diesel,Manual,1,1848000,Rambagh Colony Upperpally
Honda CRV,Honda,CRV,2015,135734,Petrol,Auto,1,680000,palle enclave palle enclave Secunderabad
Hyundai VENUE,Hyundai,VENUE,2020,91269,Diesel,Manual,1,885000,Kompally Hyderabad
Hyundai VENUE,Hyundai,VENUE,2021,46646,Petrol,Manual,1,751000,Bachupally Hyderabad Telangana
MG HECTOR,MG,HECTOR,2019,68353,Diesel,Manual,3,1215000,Laxmi Ram Trident Attapur Hyderabad
KIA SONET,KIA,SONET,2021,84325,Petrol,Manual,1,690000,Gaddi annaram Hyderabad
Honda Amaze,Honda,Amaze,2017,75837,Petrol,Manual,2,393000,Moula Ali Hyderabad Telangana
Toyota Innova Crysta,Toyota,Innova Crysta,2017,251209,Diesel,Manual,2,1436000,Near sri balaji tiffin centre Near sri balaji tiffin centre Hyderabad
Hyundai VENUE,Hyundai,VENUE,2022,75517,Petrol,Manual,1,750000,Green Valley Punjagutta Hyderabad
Mahindra XUV300,Mahindra,XUV300,2024,32776,Petrol,Manual,1,1005000,Don Bosco school Anand Residency sandyanagar Colony street Number-4 Hyderabad
Renault Kiger,Renault,Kiger,2023,42787,Petrol,Auto,1,730000,Nimble Nimble Hyderabad
Maruti S Cross,Maruti,S Cross,2018,69896,Diesel,Manual,1,760000,Miyapur Hyderabad Telangana
Toyota Innova,Toyota,Innova,2014,312500,Diesel,Manual,2,704000,Telangana India Bharath petrol pump
Mahindra XUV500,Mahindra,XUV500,2021,49224,Diesel,Manual,1,1540000,Bachupally Hyderabad Telangana
Maruti Vitara Brezza,Maruti,Vitara Brezza,2020,81473,Petrol,Manual,1,695000,Sri sri nagar Uppal Hyderabad
Jeep Compass,Jeep,Compass,2018,123000,Diesel,Manual,1,1026000,Madhapur Hyderabad Telangana
Maruti Baleno,Maruti,Baleno,2019,34136,Petrol,Manual,1,550000,Toli Chowki Hyderabad Telangana
Maruti Ertiga,Maruti,Ertiga,2013,125607,Diesel,Manual,3,418000,Near vasundhara hospital Pragathi Nagar moosapet hyderabad Hyderabad
KIA SONET,KIA,SONET,2020,72978,Petrol,Manual,1,700000,Tellapur Nallagandla Telangana
KIA SONET,KIA,SONET,2021,52712,Diesel,Manual,1,931000,Mytripuram Kharmanghat Telangana
KIA SONET,KIA,SONET,2023,66392,Petrol,Manual,1,750000,Kadam towers Kadam towers Hyderabad
Mercedes Benz E Class,Mercedes Benz,E Class,2014,116105,Diesel,Auto,2,1299999,Madeenaguda Telangana Pranam hospital
Tata Harrier,Tata,Harrier,2019,161588,Diesel,Manual,1,1213000,Hyderabad Telangana India
BMW 5 Series,BMW,5 Series,2012,106890,Diesel,Auto,2,1334000,Beside vishal mart Beside vishal mart Ramachandrapuram
BMW X1,BMW,X1,2014,85804,Diesel,Auto,3,744000,Osman Nagar Hyderabad Telangana
KIA SELTOS,KIA,SELTOS,2022,93931,Diesel,Auto,1,1372000,Shivalayam temple Avb puram Hyderabad
MG HECTOR,MG,HECTOR,2019,131833,Diesel,Manual,1,1053000,Hafeezpet Hyderabad Telangana
Maruti Vitara Brezza,Maruti,Vitara Brezza,2017,87252,Diesel,Manual,2,626000,Near Indian Oil Petrol Bunk Medipalli K.V.Rangareddy
Maruti Vitara Brezza,Maruti,Vitara Brezza,2016,74390,Diesel,Manual,1,526000,House House Hyderabad
Skoda Laura,Skoda,Laura,2010,99556,Diesel,Auto,2,459000,Aditya Empress Towers Locality :- Shaikpet Hyderabad
Jeep Compass,Jeep,Compass,2021,87552,Diesel,Manual,1,1850000,Green homes Saphire Green homes Saphire Hyderabad
MG ASTOR,MG,ASTOR,2022,45934,Petrol,Auto,1,925000,Second floor Post office lane Hyderabad
Mahindra XUV300,Mahindra,XUV300,2021,55198,Petrol,Auto,1,825000,Begumpet Hyderabad Telangana
Maruti Baleno,Maruti,Baleno,2019,101964,Petrol,Manual,1,535000,Kakatiya Nagar Kakatiya Nagar Secunderabad
Maruti BREZZA,Maruti,BREZZA,2023,30256,Petrol,Manual,2,925000,Malakpet Hyderabad Telangana
Tata NEXON,Tata,NEXON,2017,55478,Diesel,Manual,1,614000,Defence Colony Sainikpuri Hyderabad
Maruti JIMNY,Maruti,JIMNY,2024,10608,Petrol,Auto,1,1328000,Sayanna Arcade Sayanna Arcade Hyderabad
MG HECTOR PLUS,MG,HECTOR PLUS,2021,111043,Petrol,Auto,1,1171000,Bolarum Secunderabad Telangana
Hyundai VENUE,Hyundai,VENUE,2020,51254,Petrol,Manual,1,750000,Chanda Nagar Hyderabad Telangana
Ford Ecosport,Ford,Ecosport,2021,69997,Diesel,Manual,1,797000,Bandlaguda Jagir Hyderabad Telangana
Hyundai VENUE,Hyundai,VENUE,2021,52805,Petrol,Manual,1,722000,Financial District Nanakramguda Telangana
Hyundai Verna,Hyundai,Verna,2018,72797,Diesel,Auto,1,825000,Begumpet Hyderabad
Maruti BREZZA,Maruti,BREZZA,2023,32702,Petrol,Manual,1,1086000,Hafeezpet Madeenaguda Telangana
Tata NEXON,Tata,NEXON,2021,82592,Diesel,Manual,2,800000,Kavadiguda Hyderabad Telangana
Maruti Vitara Brezza,Maruti,Vitara Brezza,2019,103206,Diesel,Auto,1,858000,Kakatiya Hills Ayyanna premia kakatiya hills road no 4 Hyderabad
Tata Safari,Tata,Safari,2024,39869,Diesel,Auto,1,2240000,Gachibowli Manikonda Telangana
Mahindra XUV700,Mahindra,XUV700,2023,67678,Petrol,Manual,1,1480000,Rampally Hyderabad Telangana
Landrover DISCOVERY SPORT,Landrover,DISCOVERY SPORT,2016,52254,Petrol,Auto,1,1556000,Gowlidoddy Hyderabad Telangana
Renault Duster,Renault,Duster,2017,109350,Diesel,Manual,2,541000,Boduppal Hyderabad
Audi A4,Audi,A4,2013,118106,Diesel,Auto,2,840000,Upperpally Hyderabad Telangana
Maruti Baleno,Maruti,Baleno,2015,255720,Diesel,Manual,1,411000,Jubilee Hills Hyderabad Telangana
Jeep Compass,Jeep,Compass,2022,57552,Diesel,Manual,1,1873000,Rajendranagar mandal Hyderabad
Hyundai Creta,Hyundai,Creta,2018,80115,Diesel,Auto,1,969000,Hyderabad Telangana India
Maruti Celerio,Maruti,Celerio,2022,11240,Petrol,Manual,1,554000,Hyderabad Secunderabad Telangana
KIA SONET,KIA,SONET,2023,25651,Petrol,Auto,1,1200000,Behind D mart Aparna Serenity Secunderabad
KIA SELTOS,KIA,SELTOS,2023,47375,Diesel,Auto,1,1639000,Peramchervu Peramchervu Peeramcheru
Maruti S Cross,Maruti,S Cross,2016,111653,Diesel,Manual,1,585000,Shilpa Valley Hyderabad Telangana
Mercedes Benz E Class,Mercedes Benz,E Class,2014,118084,Diesel,Auto,1,1550000,HITEC City Hyderabad
Maruti Celerio,Maruti,Celerio,2018,66188,Petrol,Manual,1,371000,Sri Lakshmi shubham arcade spoorthy Sri Lakshmi shubham arcade spoorthy Ramachandrapuram
Volvo XC 60,Volvo,XC 60,2015,130723,Diesel,Auto,1,800000,Banjara Hills Hyderabad Telangana
Maruti S Cross,Maruti,S Cross,2019,64482,Diesel,Manual,2,716000,Madhapur Hyderabad Telangana
Volvo XC 60,Volvo,XC 60,2012,146550,Diesel,Auto,1,600000,Own Own Hyderabad
MG ZS EV,MG,ZS EV,2024,31543,Electric,Auto,1,1501000,Punjagutta Hyderabad Telangana
BMW X1,BMW,X1,2016,71124,Diesel,Auto,3,1495000,Madhapur Hyderabad Telangana
MG ASTOR,MG,ASTOR,2022,59449,Petrol,Auto,2,1089000,Jai hind nagar colony Jai hind nagar colony Hyderabad
KIA SONET,KIA,SONET,2023,19600,Petrol,Manual,2,850000,Opp to Backyard Cafe Sree Padma Maruthi Heavens Apartments 5th Secunderabad
Tata Tiago,Tata,Tiago,2021,39344,Petrol,Manual,1,520000,Alkapur Township Manikonda Telangana
Maruti Celerio,Maruti,Celerio,2017,83948,Petrol,Auto,2,350000,HITEC City Hyderabad Telangana
Ford Ecosport,Ford,Ecosport,2013,130648,Diesel,Manual,1,339000,Somajiguda Hyderabad Telangana
Maruti Alto K10,Maruti,Alto K10,2022,59918,Petrol,Manual,2,397000,Veenus enclave Gajularamram Veenus enclave Gajularamram Hyderabad
Tata PUNCH,Tata,PUNCH,2025,9539,Petrol,Auto,1,890000,Narayanguda Hyderabad Telangana
Volvo V 40,Volvo,V 40,2016,131982,Diesel,Auto,2,1284000,Telangana India Hyderabad
Maruti Vitara Brezza,Maruti,Vitara Brezza,2018,82166,Diesel,Auto,1,721000,Moula Ali Secunderabad Telangana
Maruti Celerio,Maruti,Celerio,2017,43393,Petrol,Auto,1,369000,Balanagar Hyderabad Telangana
KIA SONET,KIA,SONET,2020,92824,Petrol,Manual,2,647000,Sundar rao nagar Sundar rao nagar Hyderabad
Maruti S Cross,Maruti,S Cross,2021,71084,Petrol,Manual,1,716000,Pragathi Nagar Hyderabad Telangana
Jeep Compass,Jeep,Compass,2020,55930,Diesel,Auto,2,1450000,Toli Chowki Hyderabad Telangana
Skoda Superb,Skoda,Superb,2019,102255,Petrol,Auto,1,1368000,Madhapur Hyderabad Telangana
Mercedes Benz A CLASS LIMOUSINE,Mercedes Benz,A CLASS LIMOUSINE,2023,55673,Petrol,Auto,2,2750000,Banjara Hills Hyderabad Telangana
Ford Ecosport,Ford,Ecosport,2015,89843,Diesel,Manual,2,505000,Hyderabad Telangana India
BMW 5 Series,BMW,5 Series,2022,32897,Petrol,Auto,2,5107000,3-18-67 Pragathinagar Ramanthapur uppal
Maruti S Cross,Maruti,S Cross,2018,186648,Diesel,Manual,2,639000,Madeenaguda Hyderabad Telangana
Hyundai NEW I20,Hyundai,NEW I20,2022,86362,Diesel,Manual,2,839000,Ravindra nagar Ravindra nagar Hyderabad
Hyundai i20 Active,Hyundai,i20 Active,2019,46830,Petrol,Manual,2,623000,Hafeezpet Hyderabad Telangana
Maruti Swift,Maruti,Swift,2023,30046,Petrol,Manual,1,611000,Hyderabad Secunderabad Telangana
Jeep Compass,Jeep,Compass,2024,12343,Diesel,Manual,1,1741000,Financial District Nanakramguda Telangana
Toyota Innova,Toyota,Innova,2013,184472,Diesel,Manual,2,777000,Near orange supermarket road no 8 Near orange supermarket road no 8 Hyderabad
Audi Q7,Audi,Q7,2016,126990,Diesel,Auto,2,1750000,Narsingi Hyderabad
Tata Safari,Tata,Safari,2021,46942,Diesel,Manual,1,1428000,Kukatpally Hyderabad Telangana
Tata Safari,Tata,Safari,2022,166300,Diesel,Manual,1,1350000,Margadarshi Colony Kothapet Saroor nagar Hyderabad
Maruti S Cross,Maruti,S Cross,2018,162960,Diesel,Manual,1,700000,Kukatpally Hyderabad Telangana
Toyota Fortuner,Toyota,Fortuner,2017,205953,Diesel,Auto,1,2397000,Gandipet Narsingi
MG HECTOR,MG,HECTOR,2020,85185,Diesel,Manual,2,1250000,Hyderabad Telangana India
KIA SELTOS,KIA,SELTOS,2020,96230,Diesel,Manual,1,1033000,Telangana India Hyderabad
BMW X5,BMW,X5,2011,119360,Diesel,Auto,2,1456669,4Stroke Motoren 4Stroke Motoren Hyderabad
Mercedes Benz S Class,Mercedes Benz,S Class,2016,131190,Diesel,Auto,3,3600000,Telangana India Hyderabad
Hyundai i20 Active,Hyundai,i20 Active,2017,166323,Diesel,Manual,1,538000,RTC Colony Hayathnagar_Khalsa Telangana
Mahindra Thar,Mahindra,Thar,2021,92782,Diesel,Auto,1,1409000,Hyderabad Narsingi Telangana
Honda ELEVATE,Honda,ELEVATE,2023,51686,Petrol,Manual,1,1100000,Gandhinagar Colony Upperpally Telangana
MG HECTOR,MG,HECTOR,2024,74867,Diesel,Manual,1,1810000,FLOT NO 51001 Vasvai Sri nilayam Hyderabad
Mahindra XUV 3XO,Mahindra,XUV 3XO,2024,37000,Petrol,Auto,1,1150000,Om Nagar Telhara Maharashtra
Audi A6,Audi,A6,2019,30615,Petrol,Auto,1,3653000,Kondapur HYDERABAD TELANGANA Hyderabad
KIA SELTOS,KIA,SELTOS,2020,68652,Diesel,Auto,2,1250000,"Flat 301,Hallmark springfield, Road no 14, Alkapoor township, pupalguda."
Mercedes Benz GLS,Mercedes Benz,GLS,2022,20907,Diesel,Auto,1,10500000,Sanjeeva Reddy Nagar Hyderabad Telangana
Hyundai Verna,Hyundai,Verna,2017,60362,Diesel,Manual,2,964000,Afzal Gunj Hyderabad Telangana
Maruti Dzire,Maruti,Dzire,2017,83587,Diesel,Auto,1,702000,Begumpet Hyderabad Telangana
Hyundai NEW I20 N LINE,Hyundai,NEW I20 N LINE,2023,32042,Petrol,Auto,1,970000,Sri Vatsa Residency Sri Vatsa Residency Hyderabad
Volvo XC 90,Volvo,XC 90,2016,260885,Diesel,Auto,1,2804000,Near nagadevatha temple Vinobhanagar colony Hyderabad
Maruti Ciaz,Maruti,Ciaz,2022,80485,Petrol,Manual,1,680000,Nizampet Hyderabad Telangana
KIA SONET,KIA,SONET,2021,93885,Diesel,Manual,2,901000,Ranga prasad residency Ranga prasad residency Hyderabad
Mercedes Benz E Class,Mercedes Benz,E Class,2018,74595,Diesel,Auto,1,2400000,Bhavya Alankrita meadeows Bhavya Alankrita meadeows Hyderabad
Jeep Compass,Jeep,Compass,2023,25524,Diesel,Manual,1,2048000,Secunderabad Telangana India
Tata Aria,Tata,Aria,2011,127137,Diesel,Manual,2,350000,Darulshifa Hyderabad Telangana
KIA SONET,KIA,SONET,2023,72796,Diesel,Auto,2,1135000,Kamineni hospital Lb nagar Hyderabad
BMW X3,BMW,X3,2017,89948,Diesel,Auto,2,1850000,Kukatpally Hyderabad Telangana
Mahindra XUV700,Mahindra,XUV700,2023,58000,Diesel,Manual,1,1545000,Uppal Hyderabad Telangana
Mercedes Benz EQC,Mercedes Benz,EQC,2020,86911,Electric,Auto,1,3700000,Hyderabad Narsingi Telangana
Hyundai Elite i20,Hyundai,Elite i20,2016,106246,Diesel,Manual,2,491000,Moosapet Hyderabad Telangana
MG ASTOR,MG,ASTOR,2021,52079,Petrol,Auto,1,1050000,Vidya Nagar Adikmet Hyderabad
Hyundai Creta,Hyundai,Creta,2022,25327,Diesel,Manual,1,1650000,Raghavendra Colony Hyderabad Telangana
Tata NEXON EV,Tata,NEXON EV,2021,142511,Electric,Auto,1,950000,Nallagandla Serilingampalle (M) Telangana
Audi A4,Audi,A4,2015,128528,Diesel,Auto,2,1511000,Shaikpet Manikonda Telangana
Volvo XC 90,Volvo,XC 90,2011,120289,Diesel,Auto,2,1299000,Jubilee Hills Hyderabad Telangana
MG HECTOR,MG,HECTOR,2019,113991,Petrol,Auto,1,958000,lb nagar hyderabad K.V.Rangareddy
MG HECTOR PLUS,MG,HECTOR PLUS,2020,60500,Petrol,Auto,1,1224000,Flat E704 Necklacepride apartments Kavadiguda secunderabad Hyderabad
Hyundai Creta,Hyundai,Creta,2019,157280,Diesel,Auto,1,1114000,Makrand sweets Makrand sweets Hyderabad
Tata NEXON EV,Tata,NEXON EV,2022,17122,Electric,Auto,1,1150000,Sainikpuri Secunderabad Telangana
Tata Harrier,Tata,Harrier,2023,72648,Diesel,Auto,1,2311000,Avis Avis Hyderabad
Audi Q7,Audi,Q7,2023,15983,Petrol,Auto,1,7210000,Kantha Reddy Nagar Hyderabad Telangana
Audi Q5,Audi,Q5,2012,158251,Diesel,Auto,2,1110240,Sree Prabhupada Township Serilingampalle (M)
Toyota Fortuner,Toyota,Fortuner,2015,136834,Diesel,Auto,2,1150000,Chandrayangutta Balapur Telangana
KIA SELTOS,KIA,SELTOS,2021,61332,Petrol,Manual,2,1048000,Sebastian road Sebastian road Hyderabad
Honda ELEVATE,Honda,ELEVATE,2023,33324,Petrol,Auto,1,1270000,Sainikpuri Sainikpuri Hyderabad
Audi Q3,Audi,Q3,2022,22997,Petrol,Auto,1,3603000,Nanakramguda Hyderabad Telangana
Hyundai Creta,Hyundai,Creta,2016,163503,Diesel,Auto,2,800000,Langar Houz Hyderabad Telangana
MG HECTOR,MG,HECTOR,2019,49872,Petrol,Auto,1,1079000,Laldarwaza Hyderabad
Mahindra BOLERO NEO,Mahindra,BOLERO NEO,2023,87098,Diesel,Manual,1,1035000,Bharat Heavy Electricals Limited Hyderabad Telangana
MG HECTOR PLUS,MG,HECTOR PLUS,2020,97606,Diesel,Manual,1,1155000,B.N Reddy Nagar Hyderabad Telangana
KIA SELTOS,KIA,SELTOS,2022,150750,Diesel,Manual,1,1198000,Gopalwada Mancherial
Tata NEXON EV,Tata,NEXON EV,2022,152000,Electric,Auto,1,975000,Hyderabad Nallagandla Telangana
Tata Tiago,Tata,Tiago,2021,48964,Petrol,Manual,1,433000,Srinivasa colony Srinivasa colony Hyderabad
BMW 6 Series,BMW,6 Series,2018,112049,Diesel,Auto,1,2900000,Hyderabad Hyderguda Telangana
Maruti Celerio,Maruti,Celerio,2023,13965,Petrol,Auto,2,575000,Hanuman Nagar Colony Meerpet Telangana
MG HECTOR,MG,HECTOR,2022,50734,Petrol,Auto,1,1250000,Axis bank Phelio house Hyderabad
Toyota Fortuner,Toyota,Fortuner,2021,88389,Diesel,Auto,2,3840000,B.N Reddy Nagar Hyderabad Telangana
Mahindra XUV300,Mahindra,XUV300,2022,66136,Petrol,Auto,1,830000,Kavadiguda Hyderabad Telangana
MG HECTOR PLUS,MG,HECTOR PLUS,2020,88645,Petrol,Auto,1,1150000,Hitech City My Home Bhooja Hyderabad
Hyundai Creta,Hyundai,Creta,2019,86124,Petrol,Manual,2,1184000,Panchavati Layout Hyderabad Manikonda
MG ASTOR,MG,ASTOR,2022,43046,Petrol,Auto,1,1160000,villa 454 apr pranav antilia bachupally medchal-malkajgiri near dr.reddys lab k.v.rangareddy telangana Hyderabad
Tata Safari,Tata,Safari,2023,69436,Diesel,Auto,1,1705000,Hyderabad Telangana India
Audi Q5,Audi,Q5,2021,21507,Petrol,Auto,1,5400000,Behind HP petrol pump Aparna Aura Hyderabad
MG HECTOR,MG,HECTOR,2023,39779,Petrol,Auto,1,1791000,Kothaguda Hyderabad Telangana
BMW 3 Series,BMW,3 Series,2013,96014,Diesel,Auto,1,1186000,Kali Mandir Road Peeramcheru Hyderabad
Audi Q5,Audi,Q5,2022,38290,Petrol,Auto,1,7140000,Silpa Gram Craft Village Hyderabad Telangana
Hyundai Creta,Hyundai,Creta,2016,97331,Petrol,Auto,2,685000,Peerzadiguda Hyderabad Telangana
Tata Curvv EV,Tata,Curvv EV,2024,32000,Electric,Auto,1,1650000,B.N Reddy Nagar Hyderabad
Volvo S60,Volvo,S60,2018,61054,Diesel,Auto,2,1716000,Sunder Nagar Hyderabad Telangana
Maruti Vitara Brezza,Maruti,Vitara Brezza,2019,74421,Diesel,Auto,2,900000,Chowdhariguda Hyderabad Telangana
CITROEN C5 AIRCROSS,CITROEN,C5 AIRCROSS,2022,93101,Diesel,Auto,1,2680000,Gachibowli Hyderabad Telangana
Mercedes Benz GLA Class,Mercedes Benz,GLA Class,2022,73471,Diesel,Auto,1,2995000,Near M R Residency Palm springs phase 1 Hyderabad
Mercedes Benz M Class,Mercedes Benz,M Class,2012,119863,Diesel,Auto,2,1500000,Hyderabad Hyderabad Telangana
Toyota URBAN CRUISER,Toyota,URBAN CRUISER,2021,42516,Petrol,Manual,1,810000,Kompally Hyderabad Telangana
Maruti Swift,Maruti,Swift,2025,4471,Petrol,Auto,1,1068000,Gachibowli Hyderabad Telangana
MG ZS EV,MG,ZS EV,2020,86946,Electric,Auto,1,1148000,Alwal Hyderabad
Porsche Cayenne,Porsche,Cayenne,2021,32740,Petrol,Auto,2,8148000,Hyderabad Telangana India
Volvo XC 60,Volvo,XC 60,2012,168126,Diesel,Auto,3,616000,Mallapur Secunderabad Telangana
Tata TIAGO EV,Tata,TIAGO EV,2025,20090,Electric,Auto,1,970000,chandrigudem Gudoor
Volvo V90 CROSS COUNTRY,Volvo,V90 CROSS COUNTRY,2020,88049,Diesel,Auto,2,2984294,Tirumalagiri Secunderabad Telangana
Tata TIAGO EV,Tata,TIAGO EV,2024,10602,Electric,Auto,1,759000,Pragathi Nagar Hyderabad Telangana
Tata TIAGO EV,Tata,TIAGO EV,2025,27500,Electric,Auto,1,970000,Nallagandla Road Serilingampalle (M) Telangana
Renault Koleos,Renault,Koleos,2012,198452,Diesel,Auto,1,662000,Gopanpalle Hyderabad Telangana
BMW X6,BMW,X6,2013,100864,Diesel,Auto,2,1450000,Nizampet Hyderabad Telangana
Maruti Grand Vitara,Maruti,Grand Vitara,2022,57270,Petrol,Manual,2,1211000,Snr lake view valley Snr lake view valley Hyderabad
Tata NEXON EV,Tata,NEXON EV,2022,91582,Electric,Auto,1,1226000,Kothapet Hyderabad Telangana
Toyota Innova Crysta,Toyota,Innova Crysta,2021,44876,Diesel,Auto,1,2514000,Hyderabad Secunderabad Telangana
Maruti S Cross,Maruti,S Cross,2019,83136,Diesel,Manual,1,800000,Anupama Homes Manikonda
KIA SELTOS,KIA,SELTOS,2019,50253,Diesel,Auto,2,1290000,Upperpally Attapur near pillar 180 K.V.Rangareddy
Tata Safari,Tata,Safari,2021,102750,Diesel,Manual,1,1517000,Suraram Hyderabad Telangana
Tata Safari,Tata,Safari,2023,23741,Diesel,Auto,1,1993000,Hyderabad Puppalguda Telangana
Maruti BREZZA,Maruti,BREZZA,2024,41828,Petrol,Manual,1,985000,Masab Tank Hyderabad Telangana
Mahindra XUV700,Mahindra,XUV700,2022,102708,Diesel,Auto,1,2022000,Golden Heights Colony Rangareddy Upparpally
Maruti Alto,Maruti,Alto,2020,41741,Petrol,Manual,1,318000,Quthbullapur Hyderabad Telangana
Hyundai i20,Hyundai,i20,2010,195548,Diesel,Manual,2,1068000,Nagole Hyderabad
MG HECTOR,MG,HECTOR,2020,60000,Diesel,Manual,1,1292000,Raghavendra Colony Hyderabad Telangana
Skoda Superb,Skoda,Superb,2021,115573,Petrol,Auto,1,2329000,Kukatpally Hyderabad Telangana
KIA SONET,KIA,SONET,2023,61778,Petrol,Manual,1,799000,Boduppal Hyderabad Telangana
Skoda Superb,Skoda,Superb,2020,100202,Petrol,Auto,1,2361000,Telangana India Hyderabad
Mercedes Benz S Class,Mercedes Benz,S Class,2019,23500,Petrol,Auto,2,7600000,Sainikpuri Sainikpuri Hyderabad
Maruti S Cross,Maruti,S Cross,2019,163863,Diesel,Manual,1,795000,Kukatpally Hyderabad Telangana
MG GLOSTER,MG,GLOSTER,2020,38204,Diesel,Auto,2,2517000,Krishna Sai Enclave Maktha_Mahabubpet Telangana
Jeep Compass,Jeep,Compass,2021,60043,Diesel,Auto,1,1800000,Kondapur Kondapur Hyderabad
Volvo XC 60,Volvo,XC 60,2019,108580,Diesel,Auto,2,2550000,Shaikpet Hyderabad Hyderabad
Tata TIGOR EV,Tata,TIGOR EV,2023,43862,Electric,Auto,1,969000,Film Nagar Hyderabad Telangana
Jeep Compass,Jeep,Compass,2023,26474,Diesel,Auto,2,2678000,Ahmed Nagar Sangareddy Telangana
Hyundai ALCAZAR,Hyundai,ALCAZAR,2021,47331,Diesel,Auto,1,1905000,RNR Fort view towers attapur RNR Fort view towers attapur Hyderabad
Volvo XC 90,Volvo,XC 90,2019,132324,Diesel,Auto,2,4011000,near floyover near masjid Secunderabad
Tata NEXON EV,Tata,NEXON EV,2022,35402,Electric,Auto,1,1090000,Flat - 106 Sri Rama Residensy Hyderabad
Tata Harrier,Tata,Harrier,2023,45395,Diesel,Auto,1,2275000,Ramachandrapuram Hyderabad Telangana
Jeep MERIDIAN,Jeep,MERIDIAN,2022,28429,Diesel,Auto,1,2686000,Villa no.67 Narne Estates Rangareddy
MG GLOSTER,MG,GLOSTER,2021,143945,Diesel,Auto,2,2350000,Rambagh Colony Upperpally Telangana
Volvo XC 60,Volvo,XC 60,2020,77830,Diesel,Auto,1,3564000,Hyderguda Hyderabad Telangana
Hyundai KONA ELECTRIC,Hyundai,KONA ELECTRIC,2022,138411,Electric,Auto,1,1604000,Mallapur Secunderabad
Toyota Innova Crysta,Toyota,Innova Crysta,2019,198410,Diesel,Auto,1,1849000,Shanthi Nagar Patancheruvu
Hyundai KONA ELECTRIC,Hyundai,KONA ELECTRIC,2022,95915,Electric,Auto,1,1593000,Kompally Hyderabad Telangana
Tata Safari,Tata,Safari,2023,34435,Diesel,Auto,1,1972000,Miyapur near Calvary temple Mathrusri Nagar
Nissan Terrano,Nissan,Terrano,2014,96123,Diesel,Manual,2,280000,Medchal-Malkajgiri Krishna bhai residency Hyderabad
Renault Duster,Renault,Duster,2014,136000,Diesel,Manual,1,275000,Manikonda Hyderabad Telangana
Skoda SLAVIA,Skoda,SLAVIA,2022,99209,Petrol,Manual,2,818000,Telangana India Hafeezpet
Tata Zest,Tata,Zest,2015,47562,Petrol,Manual,1,260000,Kothapet Hyderabad
Maruti Swift,Maruti,Swift,2017,53478,Petrol,Manual,1,500000,Bachupally Hyderabad Telangana
KIA SONET,KIA,SONET,2023,6410,Petrol,Auto,1,1164000,Kothapet Hyderabad Telangana
Jeep Compass,Jeep,Compass,2019,98270,Diesel,Manual,3,957000,Serilingampalle (M) Hyderabad Telangana
Tata Safari,Tata,Safari,2024,15514,Diesel,Manual,1,2009000,Chandanagar Hyderabad
BMW 3 Series,BMW,3 Series,2014,106224,Diesel,Auto,1,1365000,same same Hyderabad
Maruti Wagon R 1.0,Maruti,Wagon R 1.0,2017,61437,Petrol,Auto,2,341000,10-253 2 Jillelguda Hyderabad
Maruti Celerio X,Maruti,Celerio X,2018,77206,Petrol,Manual,1,349000,Kompally Hyderabad
Honda Civic,Honda,Civic,2019,98080,Petrol,Auto,1,1140000,Ibrahim Bagh Hyderabad Telangana
Maruti OMNI E,Maruti,OMNI E,2018,48495,Petrol,Manual,1,243000,Narsingi Hyderabad Telangana
Toyota Fortuner,Toyota,Fortuner,2015,124481,Diesel,Manual,3,990000,Phool bagh chaman Hyd
