Name,Brand,Model,Year,KM Driven,Fuel,Transmission,Ownership,Price,Location
Maruti Ertiga,Maruti,Ertiga,2023,83951,Petrol,Manual,1,955000,Bolarum Secunderabad
Chevrolet Beat,Chevrolet,Beat,2012,72514,Diesel,Manual,2,107000,Gayathri Nagar Gayathri Nagar Hyderabad
Honda Amaze,Honda,Amaze,2017,65255,Petrol,Manual,1,387000,Srinivasa colony Nizampet The Nest Pranit Happy Homes
Maruti Ertiga,Maruti,Ertiga,2022,64509,Petrol,Auto,1,1189000,Bolarum Secunderabad Telangana
Tata NEXON,Tata,NEXON,2024,7873,Petrol,Auto,1,1226000,Jonna banda Alwalhills Hyderabad
Datsun Redi Go,Datsun,Redi Go,2017,50121,Petrol,Manual,1,184000,Near police station Meerpet Hyderabad
Maruti Celerio,Maruti,Celerio,2019,96859,Petrol,Manual,2,241000,near Shaaz Designer kishan bagh Hyderabad
Renault TRIBER,Renault,TRIBER,2022,86686,Petrol,Manual,1,567000,Bolarum Secunderabad Telangana
Hyundai GRAND I10 NIOS,Hyundai,GRAND I10 NIOS,2024,10766,Petrol,Auto,1,603000,Manchu konda house Manchu konda house Hyderabad
Maruti Dzire,Maruti,Dzire,2019,130281,Diesel,Manual,2,578000,Attapur Hyderabad Telangana
Hyundai Grand i10,Hyundai,Grand i10,2016,86277,Petrol,Manual,1,333000,Sri nivasam Sri nivasam Hyderabad
Honda Amaze,Honda,Amaze,2015,128536,Diesel,Manual,2,261000,Rama Krishna Nagar Colony Hayathnagar_Khalsa
Maruti Swift Dzire,Maruti,Swift Dzire,2014,149858,Diesel,Manual,2,459000,Hyderabad Telangana India
Maruti Alto,Maruti,Alto,2022,21395,Petrol,Manual,1,339000,Kushaiguda Hyderabad Telangana
Tata Tiago,Tata,Tiago,2020,59450,Petrol,Manual,1,434000,IDA Uppal Dsl mall Hyderabad
Mahindra E VERITO,Mahindra,E VERITO,2019,86554,Electric,Auto,2,300000,Hyderabad Secunderabad Telangana
Hyundai i20,Hyundai,i20,2013,176675,Diesel,Manual,2,250000,Bachupally Hyderabad Telangana
Maruti Ritz,Maruti,Ritz,2016,111607,Diesel,Manual,2,178000,Tirumalagiri Secunderabad Telangana
Maruti A Star,Maruti,A Star,2013,71308,Petrol,Auto,2,187000,Karwan Hyderabad Telangana
Maruti Alto K10,Maruti,Alto K10,2022,45275,Petrol,Manual,1,361000,Bharath Nagar Colony Kismatpur
Maruti Wagon R 1.0,Maruti,Wagon R 1.0,2015,84178,Petrol,Manual,2,260000,Hastinapuram Hyderabad Telangana
Maruti Celerio,Maruti,Celerio,2015,71886,Petrol,Auto,2,251000,Road no 4 Road no 4 Hyderabad
Honda WR-V,Honda,WR-V,2019,70008,Diesel,Manual,1,636000,Hyderabad Telangana India
Maruti Alto 800,Maruti,Alto 800,2015,51525,Petrol,Manual,2,213000,Hyderabad Telangana India
Honda City,Honda,City,2014,185534,Diesel,Manual,1,418000,Raghavendra Colony Hyderabad Telangana
Maruti Wagon R 1.0,Maruti,Wagon R 1.0,2011,120277,Petrol,Manual,1,143000,Erragadda Hyderabad Telangana
Hyundai i10,Hyundai,i10,2011,61021,Petrol,Manual,2,202000,Ameenpur Hyderabad Telangana
Maruti Alto 800,Maruti,Alto 800,2012,83185,Petrol,Manual,1,150000,Kavadiguda Hyderabad Telangana
Maruti Celerio,Maruti,Celerio,2015,132846,Petrol,Auto,2,285000,Daulat Gulshan Colony suryanagar colony Hyderabad
Maruti Baleno,Maruti,Baleno,2020,41716,Petrol,Manual,1,593000,Gsi office Gsi office Hyderabad
Ford Figo,Ford,Figo,2012,168056,Diesel,Manual,1,123000,Ushkebhavi Hyderabad Telangana
Maruti Dzire,Maruti,Dzire,2019,245594,Diesel,Manual,3,480000,Near Narayana school Near Narayana school Hyderabad
Renault Kwid,Renault,Kwid,2018,73321,Petrol,Manual,1,250000,Hafeezpet Hyderabad Telangana
Renault Kwid,Renault,Kwid,2017,27662,Petrol,Auto,2,274000,Aditya Nivas Flat No 401 4th Floor Defence Colony Sainikpuri Secunderabad Hyderabad
Renault TRIBER,Renault,TRIBER,2022,124468,Petrol,Manual,1,539000,edify world school attapur Sree lela house Upperpally
Tata NEXON,Tata,NEXON,2021,56404,Petrol,Manual,1,850000,Kukatpally Hyderabad Telangana
Skoda Fabia,Skoda,Fabia,2010,74336,Diesel,Manual,1,162000,Sai baba temple Panjagutta Hyderabad
Chevrolet Spark,Chevrolet,Spark,2012,71346,Petrol,Manual,2,94000,Whisper Valley Hyderabad Telangana
Maruti Swift,Maruti,Swift,2012,141833,Diesel,Manual,2,258000,Pjr layout Pjr layout Miyapur
Maruti Celerio,Maruti,Celerio,2015,135249,Petrol,Auto,1,258000,Marvel Heights Marvel Heights Hyderabad
Nissan Micra,Nissan,Micra,2011,115844,Diesel,Manual,3,130000,Kothapet Hyderabad Telangana
Ford Fiesta Classic,Ford,Fiesta Classic,2012,95597,Diesel,Manual,1,202000,Kavadiguda Hyderabad
Renault TRIBER,Renault,TRIBER,2023,42433,Petrol,Manual,1,597000,Sai Baba temple Uppal Hyderabad
Ford Figo,Ford,Figo,2012,94150,Diesel,Manual,2,134000,Brindavan colony Tolichowki Brindavan colony Tolichowki Hyderabad
Honda City,Honda,City,2011,92871,Petrol,Auto,1,225000,Nacharam Hyderabad
Honda Brio,Honda,Brio,2013,152507,Petrol,Manual,2,199000,Madhura Nagar Hyderabad
Hyundai Eon,Hyundai,Eon,2011,92260,Petrol,Manual,2,115000,Gachibowli Hyderabad Telangana
Tata Indica EV2,Tata,Indica EV2,2015,170252,Diesel,Manual,2,117000,Jiyaguda Jiyaguda Hyderabad
Maruti Ertiga,Maruti,Ertiga,2019,71984,Petrol,Manual,1,755000,Flat 3 block 4 Geetanjali apartment Hyderabad
Tata Nano,Tata,Nano,2012,87493,Petrol,Manual,1,57000,Gvk Gvk Hyderabad
Maruti Swift Dzire,Maruti,Swift Dzire,2014,133763,Diesel,Manual,1,422000,Kukatpally Hyderabad Telangana
Maruti Swift,Maruti,Swift,2017,173572,Petrol,Manual,1,413000,Jadcherla Mahbubnagar
Maruti Wagon R 1.0,Maruti,Wagon R 1.0,2012,96733,Petrol,Manual,1,237000,A. S. Rao Nagar Secunderabad Telangana
Hyundai Creta,Hyundai,Creta,2015,179180,Diesel,Manual,2,542000,Somi Reddy Nagar Hyderabad Telangana
Maruti Celerio,Maruti,Celerio,2016,186614,Petrol,Manual,1,310000,prasanth nagar 5th lane Bandlaguda Jagir Hyderabad
Maruti Baleno,Maruti,Baleno,2023,2199,Petrol,Auto,1,814000,Hyderabad Kokapet Telangana
Renault Kwid,Renault,Kwid,2021,65632,Petrol,Manual,2,357000,Moosapet Hyderabad Telangana
Hyundai i10,Hyundai,i10,2014,86407,Petrol,Manual,1,238000,Vattepally Hyderabad Telangana
Maruti SX4,Maruti,SX4,2010,155007,Petrol,Manual,2,114000,Hyderabad Telangana India
Maruti Alto K10,Maruti,Alto K10,2010,137360,Petrol,Manual,2,117000,Seetharampuram Hayathnagar_Khalsa
Honda City,Honda,City,2015,47664,Petrol,Manual,1,398000,Moinabad Hyderabad Telangana
Hyundai i20,Hyundai,i20,2012,61916,Petrol,Manual,1,342000,Hyderabad Telangana India
Mahindra Verito,Mahindra,Verito,2014,245397,Diesel,Manual,2,150000,Keesara Hyderabad Telangana
Nissan MAGNITE,Nissan,MAGNITE,2021,50010,Petrol,Auto,1,575000,Raja Rajeshwara Nagar Hyderabad Telangana
Hyundai Xcent,Hyundai,Xcent,2014,75389,Petrol,Manual,2,312000,Bharath 56 East Aditya gardens Hyderabad
Maruti Wagon R 1.0,Maruti,Wagon R 1.0,2017,144434,Petrol,Auto,1,308000,Annojiguda Badesahebguda
Maruti Alto,Maruti,Alto,2011,88527,Petrol,Manual,1,170000,Bachupally Hyderabad Telangana
CITROEN C3,CITROEN,C3,2023,35550,Petrol,Manual,1,485000,Saibaba Nagar Kismatpur
Hyundai GRAND I10 NIOS,Hyundai,GRAND I10 NIOS,2020,25060,Petrol,Manual,2,491000,C block C block Hyderabad
Maruti Alto K10,Maruti,Alto K10,2023,51745,Petrol,Manual,1,350000,MOHD Osman MOHD Osman Hyderabad
Tata NEXON,Tata,NEXON,2022,77413,Petrol,Manual,2,838000,Rv Avanendra Rv Avanendra Hyderabad
Tata Tiago,Tata,Tiago,2018,123872,Petrol,Auto,1,360000,Osman Nagar Hyderabad
Hyundai Elite i20,Hyundai,Elite i20,2017,57934,Petrol,Manual,1,430000,Alwal Secunderabad Telangana
Mahindra Scorpio,Mahindra,Scorpio,2014,12682,Diesel,Manual,2,451000,Janachaitanya colony Hyderabad Telangana
Volkswagen Vento,Volkswagen,Vento,2013,164971,Diesel,Manual,3,268000,Sattva Knowledge Capital Sattva Knowledge Capital Nanakramguda
Maruti Baleno,Maruti,Baleno,2019,107067,Diesel,Manual,1,499000,Telangana India Hyderabad
Tata Tiago,Tata,Tiago,2023,32920,Petrol,Manual,1,422000,Hyderabad Ramachandrapuram Telangana
Maruti Alto K10,Maruti,Alto K10,2013,78152,Petrol,Manual,1,199000,Falaknuma Hyderabad Telangana
Tata Zest,Tata,Zest,2019,126702,Diesel,Manual,1,304000,Peerzadiguda Hyderabad Telangana
Hyundai NEW I20,Hyundai,NEW I20,2024,24260,Petrol,Auto,1,890000,Kokapet Hyderabad Telangana
Maruti Celerio,Maruti,Celerio,2017,39282,Petrol,Auto,1,378000,Kachiguda Hyderabad
Honda Amaze,Honda,Amaze,2014,146211,Diesel,Manual,2,254000,Srinivasa Colony Universal Towers Hyderabad
Hyundai Grand i10,Hyundai,Grand i10,2014,34313,Petrol,Manual,2,338000,Kukatpally Hyderabad Telangana
Maruti Baleno,Maruti,Baleno,2018,37600,Petrol,Manual,1,512000,Carcherla Castle Carcherla Castle Hyderabad
Maruti Swift Dzire,Maruti,Swift Dzire,2014,271533,Petrol,Manual,1,280000,Ameenpur Hyderabad Telangana
Tata Tiago,Tata,Tiago,2018,39300,Petrol,Manual,1,323000,Prestige high fields Prestige high fields Nanakramguda
Maruti Swift Dzire,Maruti,Swift Dzire,2020,135530,Petrol,Manual,2,362000,Kompally Hyderabad Telangana
Toyota Etios Liva,Toyota,Etios Liva,2011,99729,Petrol,Manual,1,200000,Banjarahills road no 2 Hyderabad
Hyundai Elite i20,Hyundai,Elite i20,2015,117211,Diesel,Manual,2,466938,Sri sai surya enclave macha bolarum Sri sai surya enclave macha bolarum Secunderabad
Maruti IGNIS,Maruti,IGNIS,2018,97584,Petrol,Manual,2,393000,Sri sai abiteja residency Sri sai abiteja residency Hyderabad
Renault Kiger,Renault,Kiger,2022,29391,Petrol,Manual,1,569000,Telangana India Hyderabad
Maruti Swift Dzire,Maruti,Swift Dzire,2016,117007,Diesel,Manual,3,419000,Begumpet Hyderabad
Renault Kwid,Renault,Kwid,2018,76124,Petrol,Auto,1,275000,South Campus University of Hyderabad Gachibowli K.V.Rangareddy
Maruti Wagon R 1.0,Maruti,Wagon R 1.0,2010,127422,Petrol,Manual,2,129000,Badshahpet Secunderabad
Hyundai Elite i20,Hyundai,Elite i20,2015,78859,Diesel,Manual,2,385000,Jagathgiri Gutta Hyderabad Telangana
Tata Manza,Tata,Manza,2011,86216,Diesel,Manual,3,174000,Kavadiguda Hyderabad Telangana
Maruti Wagon R 1.0,Maruti,Wagon R 1.0,2017,58077,Petrol,Manual,2,307000,Karthik Nature space colony suraram Hyderabad
Mahindra XUV500,Mahindra,XUV500,2016,129411,Diesel,Manual,1,675000,1-4-554/44 MUSHEERABAD HYDERABAD Hyderabad
Maruti Baleno,Maruti,Baleno,2018,71958,Petrol,Manual,1,528000,Kukatpally Hyderabad Telangana
Hyundai i10,Hyundai,i10,2011,85194,Petrol,Manual,2,188000,Hyderabad Telangana India
Maruti Wagon R 1.0,Maruti,Wagon R 1.0,2013,39819,Petrol,Manual,1,235000,Miyapur Hyderabad Telangana
Tata Indica V2,Tata,Indica V2,2012,159227,Diesel,Manual,3,39000,Tarapuri Colony Dammaiguda Secunderabad
Tata Indica V2,Tata,Indica V2,2016,192581,Diesel,Manual,2,112000,Gharonda sargam apartment Seethafalmandi Hyderabad
Maruti Baleno,Maruti,Baleno,2020,40917,Petrol,Auto,1,660000,Kothaguda Telangana India
Tata PUNCH,Tata,PUNCH,2022,47946,Petrol,Manual,1,597000,NA NA Hyderabad
Tata NEXON,Tata,NEXON,2022,49464,Petrol,Manual,1,678500,H no 1-5-570 by 1 by 2 Plot No 163 North Road No 4 by 8 Near Vajra Community Hall Jonnabanda Old Alwal Near Vajra Community Hall Hyderabad
Skoda Fabia,Skoda,Fabia,2012,102555,Diesel,Manual,2,227000,Jubilee Hills Hyderabad
Volkswagen Polo,Volkswagen,Polo,2021,29248,Petrol,Manual,1,717000,Kompally Secunderabad Telangana
Maruti Swift,Maruti,Swift,2021,87824,Petrol,Manual,1,510000,Near water plant Road no-5 vandanapuri colony phase I beeramguda hyderabad Hyderabad
Hyundai i20,Hyundai,i20,2014,65211,Diesel,Manual,2,296000,Secunderabad Hyderabad Telangana
Volkswagen Polo,Volkswagen,Polo,2013,123324,Diesel,Manual,2,237000,Suraram colony Suraram colony Hyderabad
Maruti Ciaz,Maruti,Ciaz,2020,37882,Petrol,Manual,2,468000,Chandrayangutta Hyderabad Telangana
Maruti Swift,Maruti,Swift,2021,60964,Petrol,Manual,1,508000,Ncc urban one Ncc urban one Narsingi
Hyundai Elite i20,Hyundai,Elite i20,2018,138668,Petrol,Manual,1,400000,Swathi skyline road no2 Srivenu enclave Hyderabad
Mahindra XUV500,Mahindra,XUV500,2014,91837,Diesel,Manual,2,439000,Geethus gardenia beside yaddamma kirana store h. No 1-9 Geethus gardenia beside yaddamma kirana store h. No 1-9 Hyderabad
Hyundai Elite i20,Hyundai,Elite i20,2018,235001,Diesel,Manual,1,549000,Jubilee Hills Hyderabad Telangana
Tata NEXON,Tata,NEXON,2020,38710,Petrol,Auto,1,670000,Bagath Singh Nagar Phase 2 Sri Lakshmipati Hyderabad
Maruti Ciaz,Maruti,Ciaz,2017,95848,Petrol,Manual,1,430000,Banjara Hills Hyderabad Telangana
Renault Kwid,Renault,Kwid,2021,16529,Petrol,Manual,1,389000,Alwal Secunderabad Telangana
Maruti Swift Dzire,Maruti,Swift Dzire,2016,37806,Petrol,Manual,1,400000,Vamshiblossom Vamshiblossom Hyderabad
Volkswagen Polo,Volkswagen,Polo,2015,150381,Petrol,Manual,2,480000,Kapnoor Kalaburagi
Nissan Kicks,Nissan,Kicks,2022,26407,Petrol,Manual,1,623000,Alwal Secunderabad Telangana
Maruti Alto K10,Maruti,Alto K10,2015,35592,Petrol,Auto,2,230000,Aparna lake Breeze Chandanagar Ramachandrapuram
KIA CARENS,KIA,CARENS,2022,88538,Diesel,Auto,1,1250000,Kukatpally Hyderabad Telangana
Hyundai i10,Hyundai,i10,2012,91316,Petrol,Manual,2,150000,Deco Residency Karthikeya Nagar Nacharam Deco Residency Karthikeya Nagar Nacharam Secunderabad
Hyundai i20,Hyundai,i20,2013,112908,Petrol,Manual,2,294000,Vijaya Residency Vijaya Residency Hyderabad
Fiat Linea,Fiat,Linea,2014,221132,Diesel,Manual,2,140000,Serilingampalle Serilingampalle Serilingampalle (M)
Maruti Celerio,Maruti,Celerio,2016,153380,Petrol,Auto,1,326000,Near Annapurna canteen Near Annapurna canteen Hyderabad
Maruti Alto K10,Maruti,Alto K10,2011,108364,Petrol,Manual,2,133000,Mega Residency Ghoris Residence Hyderabad
Toyota Innova Crysta,Toyota,Innova Crysta,2021,119833,Diesel,Manual,1,1700000,Sanjay reddy zp road Sanjay reddy zp road Hyderabad
Maruti Swift,Maruti,Swift,2018,93772,Petrol,Auto,1,442000,Pocharam Secunderabad Telangana
Toyota Etios Liva,Toyota,Etios Liva,2013,1,Diesel,Manual,2,257000,Moosapet Hyderabad Telangana
Maruti S PRESSO,Maruti,S PRESSO,2020,81726,Petrol,Manual,2,296000,Teapical Creative crystal Hyderabad
Volkswagen Ameo,Volkswagen,Ameo,2018,77675,Diesel,Auto,1,501000,Hyderabad Hyderabad Hyderabad
Maruti Alto K10,Maruti,Alto K10,2011,35674,Petrol,Manual,3,150000,Hyderabad Telangana India
Tata Indica Vista,Tata,Indica Vista,2012,106229,Diesel,Manual,1,124000,Tellapur Hyderabad Telangana
Hyundai i20,Hyundai,i20,2011,50820,Petrol,Manual,2,219000,Jeedimetla Hyderabad Telangana
Honda Brio,Honda,Brio,2011,82081,Petrol,Manual,1,133000,Near laxmi narayan temple Home Hyderabad
Maruti Swift,Maruti,Swift,2015,128103,Diesel,Manual,1,395000,K.V.Rangareddy Telangana(India) K.V.Rangareddy
Hyundai i10,Hyundai,i10,2011,74575,Petrol,Manual,4,110000,Neredmet Secunderabad Telangana
Chevrolet Spark,Chevrolet,Spark,2011,81449,Petrol,Manual,4,68000,Hyderabad Telangana India
Ford Fiesta,Ford,Fiesta,2011,161829,Petrol,Manual,1,116012,Hyderabad Telangana India
Maruti Swift Dzire,Maruti,Swift Dzire,2011,132979,Diesel,Manual,2,199000,Dar-Ul-Bilquis Fatima Building Dar-Ul-Bilquis Fatima Building Hyderabad
Maruti Swift Dzire,Maruti,Swift Dzire,2012,95633,Diesel,Manual,2,283000,Nancherla Gandvid
Nissan Micra Active,Nissan,Micra Active,2013,92206,Petrol,Manual,2,145000,Madhapur Hyderabad Telangana
Toyota Fortuner,Toyota,Fortuner,2018,62070,Diesel,Auto,3,2967000,Rangareddy BRC apartment Hyderabad
Chevrolet Beat,Chevrolet,Beat,2013,135046,Diesel,Manual,3,95000,Yakutpura Hyderabad Telangana
Honda Amaze,Honda,Amaze,2014,288659,Diesel,Manual,1,228000,Ameerpet Hyderabad Telangana
Force Motors GURKHA,Force Motors,GURKHA,2023,34532,Diesel,Manual,1,1292000,Malkajgiri Secunderabad Telangana
Hyundai Verna,Hyundai,Verna,2013,96675,Diesel,Manual,3,298000,Erragadda Hyderabad Telangana
Maruti Ritz,Maruti,Ritz,2012,99343,Diesel,Manual,1,172000,New Green City Hyderabad
Tata Bolt,Tata,Bolt,2016,175000,Diesel,Manual,1,163000,Hastinapuram Hyderabad Telangana
Honda City,Honda,City,2015,147239,Petrol,Manual,2,430000,Hyderabad Golf Club Toli Chowki HYDERABAD
Hyundai i10,Hyundai,i10,2011,97025,Petrol,Manual,2,171000,Old Malakpet Hyderabad Telangana
Maruti XL6,Maruti,XL6,2021,44334,Petrol,Auto,1,1094000,Toli Chowki Hyderabad Telangana
Hyundai i10,Hyundai,i10,2013,36739,Petrol,Auto,1,343000,India Srimallenagar colony nalandha nagar
Ford Figo,Ford,Figo,2011,64507,Diesel,Manual,2,91000,Telangana India Near Dmart
Nissan MAGNITE,Nissan,MAGNITE,2023,26964,Petrol,Auto,1,741000,Bhoiguda Secunderabad Telangana
Tata Tiago,Tata,Tiago,2016,133092,Diesel,Manual,2,287000,Nagole Hyderabad Telangana
Maruti New Wagon-R,Maruti,New Wagon-R,2022,10165,Petrol,Auto,1,545000,Anandanagar colony Anandanagar colony Hyderabad
Tata Safari,Tata,Safari,2012,219756,Diesel,Manual,1,298000,Sun City Hyderabad Telangana
Toyota Etios Liva,Toyota,Etios Liva,2014,56580,Petrol,Manual,2,299000,Kukatpally Hyderabad Telangana
Renault Kwid,Renault,Kwid,2020,28859,Petrol,Manual,1,378000,Hyderabad Telangana India
Nissan Micra,Nissan,Micra,2013,94614,Diesel,Manual,1,213000,Humayun Nagar Hyderabad Telangana
Hyundai i20,Hyundai,i20,2010,98728,Diesel,Manual,2,180000,Telangana India Ameerpet
Hyundai Verna,Hyundai,Verna,2014,80000,Diesel,Manual,2,405000,Vattepally Hyderabad Telangana
Maruti Baleno,Maruti,Baleno,2016,72882,Diesel,Manual,1,489000,Nizampet Hyderabad Telangana
Maruti Alto,Maruti,Alto,2012,47570,Petrol,Manual,2,162000,Bolarum Secunderabad Telangana
Maruti Swift,Maruti,Swift,2018,95427,Diesel,Manual,2,499000,Sri sai nest apartment boduppal Sri sai nest apartment boduppal Hyderabad
Tata NEXON,Tata,NEXON,2018,104007,Petrol,Auto,2,450000,Gundlapochampalli Hyderabad
Maruti Swift,Maruti,Swift,2018,113896,Petrol,Auto,1,425000,Beside malabar gold Aditya nagar Hyderabad
Ford Figo,Ford,Figo,2012,183570,Diesel,Manual,1,124000,Peerzadiguda Hyderabad Telangana
Maruti New Wagon-R,Maruti,New Wagon-R,2021,120000,Petrol,Manual,1,429000,Gachibowli Hyderabad
Maruti XL6,Maruti,XL6,2022,66348,Petrol,Manual,2,946000,Hyderabad Telangana India
ISUZU MU-X,ISUZU,MU-X,2018,184073,Diesel,Auto,1,819000,Shantinagar Colony Bmr Hyderabad
Maruti Swift,Maruti,Swift,2016,96351,Diesel,Manual,1,490000,Opposite road of ojo cafe Opposite road of ojo cafe Hyderabad
Mahindra XUV700,Mahindra,XUV700,2023,80438,Diesel,Auto,1,1994000,Navanirman nagar Navanirman nagar Hyderabad
Hyundai i10,Hyundai,i10,2012,36536,Petrol,Auto,2,246000,Gaddi annaram Hyderabad Telangana
Maruti Swift,Maruti,Swift,2013,115316,Petrol,Manual,2,297000,Uppal Hyderabad Telangana
Ford Fiesta,Ford,Fiesta,2012,101613,Petrol,Manual,4,118000,Hakimpet Secunderabad Telangana
Maruti IGNIS,Maruti,IGNIS,2017,34489,Diesel,Auto,2,450000,East Marredpally Secunderabad Telangana
Maruti Swift,Maruti,Swift,2021,99441,Petrol,Manual,2,526000,Kukatpally Hyderabad Telangana
Volkswagen Jetta,Volkswagen,Jetta,2013,159968,Diesel,Auto,1,350000,Jubilee Hills Hyderabad
Maruti Alto K10,Maruti,Alto K10,2018,14563,Petrol,Auto,1,308000,Malkajgiri Secunderabad Telangana
Tata Tiago,Tata,Tiago,2016,56888,Petrol,Manual,2,310000,Madinaguda Telangana India
Tata Indica V2,Tata,Indica V2,2015,124011,Diesel,Manual,2,119000,2 wheeler Ram Honda Old alwal Secunderabad
Tata NEXON,Tata,NEXON,2018,60690,Diesel,Auto,1,700000,Shirdi Sai Towers Ramakrishna Nagar Madeenaguda
Tata NEXON,Tata,NEXON,2021,52682,Petrol,Manual,1,774000,Opp to scoops ice cream parlour Moosarambagh Hyderabad
Maruti Ertiga,Maruti,Ertiga,2019,64745,Diesel,Manual,1,1024000,Old Malakpet Hyderabad Telangana
Maruti New Wagon-R,Maruti,New Wagon-R,2021,67600,Petrol,Manual,2,430000,Lig bus stop Lig bus stop Hyderabad
Tata Harrier,Tata,Harrier,2020,64645,Diesel,Auto,1,1467000,Nagole Hyderabad Telangana
Maruti Alto,Maruti,Alto,2019,30622,Petrol,Manual,1,267000,Sri shilaja plaza Sri shilaja plaza Hyderabad
Volkswagen Vento,Volkswagen,Vento,2014,84830,Petrol,Auto,3,350000,Korremula Hyderabad
Toyota Etios,Toyota,Etios,2014,184436,Diesel,Manual,2,240000,"Allwyn Colony, Phase 2 GMSR Residency PLOT NO 213&amp;214 house no 4-32-1190/91 Allwyn colony phase 2 kukatpally Near jalakanya hotel Hyderabad"
Maruti Alto K10,Maruti,Alto K10,2013,88390,Petrol,Manual,2,163000,Medchal Secunderabad
Maruti Wagon R Stingray,Maruti,Wagon R Stingray,2013,67437,Petrol,Manual,1,269000,Narayani residency Narayani residency Hyderabad
Maruti Swift,Maruti,Swift,2019,133370,Diesel,Auto,2,444000,RN Reddy Colony Meerpet Telangana
Maruti Alto K10,Maruti,Alto K10,2015,63549,Petrol,Manual,2,250000,Telangana India Hyderabad
Maruti Celerio,Maruti,Celerio,2016,81072,Petrol,Auto,2,275000,Shilpa Nagar Nagaram Hyderabad
Maruti Baleno,Maruti,Baleno,2018,72673,Petrol,Manual,1,490000,Chanda Nagar Hyderabad Telangana
Hyundai i10,Hyundai,i10,2010,108817,Petrol,Manual,3,137000,Secunderabad TS Hyderabad
Maruti Swift,Maruti,Swift,2013,74365,Petrol,Manual,2,304000,Rtc Colony Rtc Colony Secunderabad
Hyundai Grand i10,Hyundai,Grand i10,2014,76121,Petrol,Manual,2,328000,Madeenaguda Hyderabad Telangana
Tata PUNCH,Tata,PUNCH,2023,32514,Petrol,Manual,1,666000,Kukatpally Hyderabad Telangana
Maruti Ertiga,Maruti,Ertiga,2018,96042,Petrol,Manual,2,861000,Hyderabad MCH Colony
Tata NEXON,Tata,NEXON,2022,43066,Petrol,Auto,1,839000,Vijayapuri colony Chowdarguda Hyderabad
Hyundai Grand i10,Hyundai,Grand i10,2018,91899,Petrol,Manual,2,415000,Langar Houz Hyderabad
Skoda SLAVIA,Skoda,SLAVIA,2023,26480,Petrol,Auto,1,1107000,Forest Dept Colony Hyderabad Telangana
Maruti Celerio X,Maruti,Celerio X,2018,78134,Petrol,Manual,2,319000,Vijetha super market opp Vaishnavi Oasis Bandlaguda Jagir
Hyundai Elite i20,Hyundai,Elite i20,2019,71648,Petrol,Manual,1,536000,Miyapur Hyderabad Telangana
Maruti Dzire,Maruti,Dzire,2018,69823,Petrol,Manual,1,555000,Kothapet Hyderabad Telangana
Maruti Baleno,Maruti,Baleno,2021,44090,Petrol,Auto,2,595541,Hafeezpet Hafeezpet Hyderabad
Nissan MAGNITE,Nissan,MAGNITE,2022,42451,Petrol,Auto,1,685000,Rambagh Colony Hyderabad
Maruti Dzire,Maruti,Dzire,2017,118534,Petrol,Auto,1,400000,Telangana India Near Vidyabharathi svhool
Tata NEXON,Tata,NEXON,2023,9086,Petrol,Manual,1,891000,Raja Srinivas Nagar mirjalguda Hyderabad
Skoda Fabia,Skoda,Fabia,2011,95298,Petrol,Manual,1,162000,Neredmet Hyderabad Telangana
Hyundai Elite i20,Hyundai,Elite i20,2017,110297,Petrol,Manual,1,461000,Ksr township Ksr township Secunderabad
Volkswagen Ameo,Volkswagen,Ameo,2017,146788,Diesel,Manual,1,347000,Narapally main road opp. H p pump Hyderabad
Ford Ecosport,Ford,Ecosport,2013,134308,Diesel,Manual,1,280000,Vayupuri Vayupuri Secunderabad
Hyundai GRAND I10 NIOS,Hyundai,GRAND I10 NIOS,2022,26676,Petrol,Manual,1,527000,Upparpally Hyderabad Telangana
Skoda Rapid,Skoda,Rapid,2021,70802,Petrol,Manual,1,694000,Telangana India Beside Hanuman mandir
Maruti Eeco,Maruti,Eeco,2017,49959,Petrol,Manual,3,304000,Balanagar Hyderabad Telangana
Hyundai ALCAZAR,Hyundai,ALCAZAR,2022,45685,Petrol,Manual,1,1197000,Hallmark Sunnyside Hallmark Sunnyside Hyderabad
Hyundai NEW I20,Hyundai,NEW I20,2021,66595,Diesel,Manual,1,755000,Gachibowli Hyderabad Telangana
Volkswagen Vento,Volkswagen,Vento,2011,117635,Diesel,Manual,2,214000,Balanagar Hyderabad Telangana
Hyundai VENUE,Hyundai,VENUE,2022,58868,Diesel,Manual,1,825000,Telangana India Near Canara bank
Maruti Swift,Maruti,Swift,2011,173443,Diesel,Manual,3,193000,Watar tank Muduchintalapalli
Maruti Ertiga,Maruti,Ertiga,2020,110644,Petrol,Manual,1,730000,RTC Supervisors Colony Hayathnagar_Khalsa
Tata NEXON,Tata,NEXON,2022,40400,Petrol,Auto,1,850000,B.N Reddy Nagar Hyderabad Telangana
Hyundai Eon,Hyundai,Eon,2017,95000,Petrol,Manual,1,200000,Bharath Nagar Colony Kismatpur
Toyota Innova Crysta,Toyota,Innova Crysta,2016,100529,Diesel,Manual,2,1293000,Kapra Secunderabad Telangana
Renault Kwid,Renault,Kwid,2018,68430,Petrol,Auto,3,240000,dhatu nagar Karmanghat Hyderabad
Renault Duster,Renault,Duster,2013,139371,Diesel,Manual,1,326000,"VILLA 202, INDU FORTUNE FIELDS, PHASE 13, KPHB, KUKUTPALLY Hyderabad"
